pl_name,pl_letter,hd_name,gaia_id,sy_snum,sy_pnum,sy_mnum,discoverymethod,disc_year,disc_locale,disc_facility,disc_telescope,pul_flag
Kepler-1587 b,b,,Gaia DR2 2129838139942109440,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1588 b,b,,Gaia DR2 2130980910480096384,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1589 b,b,,Gaia DR2 2076565908231148928,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-159 b,b,,Gaia DR2 2076764576237957504,1.0,2.0,0.0,Transit,2014.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-159 c,c,,Gaia DR2 2076764576237957504,1.0,2.0,0.0,Transit,2014.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1590 b,b,,Gaia DR2 2129295049918456960,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1591 b,b,,Gaia DR2 2079691991583086592,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1592 b,b,,Gaia DR2 2052085934674652544,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1593 b,b,,Gaia DR2 2076087964270165632,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1594 b,b,,Gaia DR2 2128836308750694016,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1595 b,b,,Gaia DR2 2105726605858883456,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1596 b,b,,Gaia DR2 2132009744125068416,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1597 b,b,,Gaia DR2 2102530703514980864,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1598 b,b,,Gaia DR2 2130770766319922560,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1599 b,b,,Gaia DR2 2103885782875978880,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-16 b,b,,Gaia DR2 2133476355197071616,2.0,1.0,0.0,Transit,2011.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-160 b,b,,Gaia DR2 2102587087846067712,1.0,3.0,0.0,Transit,2014.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-160 c,c,,Gaia DR2 2102587087846067712,1.0,3.0,0.0,Transit,2014.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-160 d,d,,Gaia DR2 2102587087846067712,1.0,3.0,0.0,Transit Timing Variations,2020.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1600 b,b,,Gaia DR2 2052754540819149568,1.0,2.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1600 c,c,,Gaia DR2 2052754540819149568,1.0,2.0,0.0,Transit,2021.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1601 b,b,,Gaia DR2 2099912182214036608,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1602 b,b,,Gaia DR2 2053284398043177216,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1603 b,b,,Gaia DR2 2077891644372852864,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1604 b,b,,Gaia DR2 2105964306529014400,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1605 b,b,,Gaia DR2 2130676478898097792,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1606 b,b,,Gaia DR2 2105554394851020160,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1607 b,b,,Gaia DR2 2077241558125147904,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1608 b,b,,Gaia DR2 2076214889145035136,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1609 b,b,,Gaia DR2 2100993929859129600,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-161 b,b,,Gaia DR2 2102046952760377728,1.0,2.0,0.0,Transit,2014.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-161 c,c,,Gaia DR2 2102046952760377728,1.0,2.0,0.0,Transit,2014.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1610 b,b,,Gaia DR2 2079807646464016256,1.0,2.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1610 c,c,,Gaia DR2 2079807646464016256,1.0,2.0,0.0,Transit,2023.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1611 b,b,,Gaia DR2 2134894690840101376,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1612 b,b,,Gaia DR2 2127432099262972416,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1613 b,b,,Gaia DR2 2102814721113340928,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1614 b,b,,Gaia DR2 2132314858600815488,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1615 b,b,,Gaia DR2 2105456160358298880,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1616 b,b,,Gaia DR2 2106427750679026688,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1617 b,b,,Gaia DR2 2130376453962481024,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1618 b,b,,Gaia DR2 2080067440443554176,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1619 b,b,,Gaia DR2 2105921803532722432,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-162 b,b,,Gaia DR2 2078852754973778560,1.0,2.0,0.0,Transit,2014.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-162 c,c,,Gaia DR2 2078852754973778560,1.0,2.0,0.0,Transit,2014.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1620 b,b,,Gaia DR2 2080358463124310400,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1621 b,b,,Gaia DR2 2078849112841866624,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1622 b,b,,Gaia DR2 2086419903235549312,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1623 b,b,,Gaia DR2 2052435819888356864,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1624 b,b,,Gaia DR2 2051815759742763264,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1625 b,b,,Gaia DR2 2076280000851171328,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1626 b,b,,Gaia DR2 2076748083562850560,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1627 b,b,,Gaia DR2 2103737241426734336,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1628 b,b,,Gaia DR2 2105245187265625728,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1629 b,b,,Gaia DR2 2117125655219423744,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-163 b,b,,Gaia DR2 2128525769736134016,1.0,2.0,0.0,Transit,2014.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-163 c,c,,Gaia DR2 2128525769736134016,1.0,2.0,0.0,Transit,2014.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1630 b,b,,Gaia DR2 2078840900864235136,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1631 b,b,,Gaia DR2 2078284547978727808,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1632 b,b,,Gaia DR2 2078297810838102272,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1633 b,b,,Gaia DR2 2127190000546917632,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1634 b,b,,Gaia DR2 2127953233416258432,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1635 b,b,,Gaia DR2 2106414144223503360,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1636 b,b,,Gaia DR2 2128125650583752832,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1637 b,b,,Gaia DR2 2119706690045629824,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1638 b,b,,Gaia DR2 2134726877877965568,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1639 b,b,,Gaia DR2 2131748472674257280,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-164 b,b,,Gaia DR2 2130889204338693504,1.0,4.0,0.0,Transit,2014.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-164 c,c,,Gaia DR2 2130889204338693504,1.0,4.0,0.0,Transit,2014.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-164 d,d,,Gaia DR2 2130889204338693504,1.0,4.0,0.0,Transit,2014.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-164 e,e,,Gaia DR2 2130889204338693504,1.0,4.0,0.0,Transit,2023.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1640 b,b,,Gaia DR2 2076578312097047168,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1641 b,b,,Gaia DR2 2077041103410971392,1.0,2.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1641 c,c,,Gaia DR2 2077041103410971392,1.0,2.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1642 b,b,,Gaia DR2 2078758433192866816,1.0,2.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1642 c,c,,Gaia DR2 2078758433192866816,1.0,2.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1643 b,b,,Gaia DR2 2082142734285082368,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1644 b,b,,Gaia DR2 2131523450748131456,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1645 b,b,,Gaia DR2 2086724227433964928,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1646 b,b,,Gaia DR2 2102601381497162240,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1647 b,b,,Gaia DR2 2073793420945053824,2.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1649 b,b,,Gaia DR2 2125699062780742016,1.0,2.0,0.0,Transit,2017.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1649 c,c,,Gaia DR2 2125699062780742016,1.0,2.0,0.0,Transit,2020.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-165 b,b,,Gaia DR2 2119814820141727232,1.0,2.0,0.0,Transit,2014.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-165 c,c,,Gaia DR2 2119814820141727232,1.0,2.0,0.0,Transit,2014.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1650 b,b,,Gaia DR2 2078524482038704000,1.0,1.0,0.0,Transit,2017.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1651 b,b,,Gaia DR2 2131725447350716032,2.0,1.0,0.0,Transit,2017.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1652 b,b,,Gaia DR2 2135055391335687680,1.0,1.0,0.0,Transit,2017.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1653 b,b,,,1.0,1.0,0.0,Transit,2017.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1654 b,b,,Gaia DR2 2105415302330571008,1.0,1.0,0.0,Transit,2018.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1655 b,b,,Gaia DR2 2100392428275714688,1.0,1.0,0.0,Transit,2018.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1656 b,b,,Gaia DR2 2103392720630278656,1.0,2.0,0.0,Transit,2018.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1656 c,c,,Gaia DR2 2103392720630278656,1.0,2.0,0.0,Radial Velocity,2022.0,Ground,W. M. Keck Observatory,10 m Keck I Telescope,
Kepler-1658 b,b,,Gaia DR2 2052194374009877376,1.0,1.0,0.0,Transit,2019.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-166 b,b,,Gaia DR2 2129025841368107136,1.0,3.0,0.0,Transit,2014.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-166 c,c,,Gaia DR2 2129025841368107136,1.0,3.0,0.0,Transit,2014.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-166 d,d,,Gaia DR2 2129025841368107136,1.0,3.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1661 b,b,,Gaia DR2 2104078025612319360,2.0,1.0,0.0,Transit,2020.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1663 b,b,,Gaia DR2 2129578826996503040,1.0,1.0,0.0,Transit,2020.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1664 b,b,,Gaia DR2 2131313444027771520,1.0,1.0,0.0,Transit,2020.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1665 b,b,,Gaia DR2 2101773689759891328,1.0,1.0,0.0,Transit,2020.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1666 b,b,,Gaia DR2 2079523903745213056,1.0,2.0,0.0,Transit,2020.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1666 c,c,,Gaia DR2 2079523903745213056,1.0,2.0,0.0,Transit,2020.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1667 b,b,,Gaia DR2 2131690988831633792,1.0,1.0,0.0,Transit,2020.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1668 b,b,,Gaia DR2 2080249100380387712,1.0,1.0,0.0,Transit,2020.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1669 b,b,,Gaia DR2 2073652546016392448,1.0,3.0,0.0,Transit,2020.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1669 c,c,,Gaia DR2 2073652546016392448,1.0,3.0,0.0,Transit,2021.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1669 d,d,,Gaia DR2 2073652546016392448,1.0,3.0,0.0,Transit,2023.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-167 b,b,,Gaia DR2 2051933102555095936,2.0,4.0,0.0,Transit,2014.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-167 c,c,,Gaia DR2 2051933102555095936,2.0,4.0,0.0,Transit,2014.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-167 d,d,,Gaia DR2 2051933102555095936,2.0,4.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-167 e,e,,Gaia DR2 2051933102555095936,2.0,4.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1670 b,b,,Gaia DR2 2102045097334800256,1.0,1.0,0.0,Transit,2020.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1671 b,b,,Gaia DR2 2052984785425250176,1.0,1.0,0.0,Transit,2020.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1672 b,b,,Gaia DR2 2073677040206349696,1.0,1.0,0.0,Transit,2020.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1673 b,b,,Gaia DR2 2131922985785232640,1.0,1.0,0.0,Transit,2020.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1674 b,b,,Gaia DR2 2079934640055270144,1.0,1.0,0.0,Transit,2020.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1675 b,b,,Gaia DR2 2103688489257523584,1.0,1.0,0.0,Transit,2020.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1676 b,b,,,1.0,1.0,0.0,Transit,2020.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1677 b,b,,Gaia DR2 2085575272147044608,1.0,1.0,0.0,Transit,2020.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1678 b,b,,Gaia DR2 2051934236426454784,1.0,1.0,0.0,Transit,2020.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1679 b,b,,Gaia DR2 2135221108353855744,1.0,1.0,0.0,Transit,2020.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-168 b,b,,Gaia DR2 2076454926274192128,1.0,2.0,0.0,Transit,2014.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-168 c,c,,Gaia DR2 2076454926274192128,1.0,2.0,0.0,Transit,2014.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1680 b,b,,Gaia DR2 2073697419836171264,1.0,1.0,0.0,Transit,2020.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1681 b,b,,Gaia DR2 2080316995223800960,1.0,1.0,0.0,Transit,2020.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1682 b,b,,Gaia DR2 2052482617853346944,1.0,1.0,0.0,Transit,2020.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1683 b,b,,Gaia DR2 2079071626510258432,1.0,1.0,0.0,Transit,2020.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1684 b,b,,Gaia DR2 2128117541685424128,1.0,1.0,0.0,Transit,2020.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1685 b,b,,Gaia DR2 2079576783379820928,1.0,1.0,0.0,Transit,2020.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1686 b,b,,Gaia DR2 2101744552703459712,1.0,1.0,0.0,Transit,2020.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1687 b,b,,Gaia DR2 2133086887563878912,1.0,1.0,0.0,Transit,2020.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1688 b,b,,Gaia DR2 2101475241074002176,1.0,1.0,0.0,Transit,2020.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1689 b,b,,Gaia DR2 2052740449026979584,1.0,1.0,0.0,Transit,2020.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-169 b,b,,Gaia DR2 2103788854053938816,1.0,5.0,0.0,Transit,2014.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-169 c,c,,Gaia DR2 2103788854053938816,1.0,5.0,0.0,Transit,2014.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-169 d,d,,Gaia DR2 2103788854053938816,1.0,5.0,0.0,Transit,2014.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-169 e,e,,Gaia DR2 2103788854053938816,1.0,5.0,0.0,Transit,2014.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-169 f,f,,Gaia DR2 2103788854053938816,1.0,5.0,0.0,Transit,2014.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1690 b,b,,Gaia DR2 2102384846425680768,1.0,1.0,0.0,Transit,2020.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1691 b,b,,Gaia DR2 2100882501225436032,1.0,1.0,0.0,Transit,2020.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1692 b,b,,Gaia DR2 2130641436264397568,1.0,1.0,0.0,Transit,2020.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1693 b,b,,Gaia DR2 2129417198787412608,1.0,2.0,0.0,Transit,2020.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1693 c,c,,Gaia DR2 2129417198787412608,1.0,2.0,0.0,Transit,2021.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1694 b,b,,Gaia DR2 2053266741439477248,1.0,1.0,0.0,Transit,2020.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1695 b,b,,Gaia DR2 2128168256659148032,1.0,1.0,0.0,Transit,2020.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1696 b,b,,Gaia DR2 2077107211548933504,1.0,1.0,0.0,Transit,2020.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1697 b,b,,Gaia DR2 2102991776844251264,1.0,1.0,0.0,Transit,2020.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1698 b,b,,Gaia DR2 2052368955838887808,1.0,1.0,0.0,Transit,2020.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1699 b,b,,Gaia DR2 2129698261447024128,1.0,1.0,0.0,Transit,2020.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-17 b,b,,Gaia DR2 2086449761846310784,1.0,1.0,0.0,Transit,2011.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-170 b,b,,Gaia DR2 2104098950692667264,1.0,2.0,0.0,Transit,2014.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-170 c,c,,Gaia DR2 2104098950692667264,1.0,2.0,0.0,Transit,2014.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1700 b,b,,Gaia DR2 2106262274180389376,1.0,1.0,0.0,Transit,2020.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1701 b,b,,Gaia DR2 2103936497850300928,1.0,1.0,0.0,Transit,2020.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1702 b,b,,Gaia DR2 2105983066946463488,1.0,1.0,0.0,Transit,2020.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1704 b,b,,Gaia DR2 2136191736602006016,1.0,1.0,0.0,Transit,2013.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1705 b,b,,Gaia DR2 2081875484241210240,1.0,2.0,0.0,Transit,2014.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1705 c,c,,Gaia DR2 2081875484241210240,1.0,2.0,0.0,Transit,2021.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1708 b,b,,Gaia DR2 2078801971283008128,1.0,1.0,0.0,Transit,2021.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1709 b,b,,Gaia DR2 2105135854577044480,1.0,1.0,0.0,Transit,2021.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-171 b,b,,Gaia DR2 2076955822541823744,1.0,3.0,0.0,Transit,2014.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-171 c,c,,Gaia DR2 2076955822541823744,1.0,3.0,0.0,Transit,2014.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-171 d,d,,Gaia DR2 2076955822541823744,1.0,3.0,0.0,Transit,2014.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1710 b,b,,Gaia DR2 2051808789021826432,1.0,1.0,0.0,Transit,2021.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1711 b,b,,Gaia DR2 2078426655561355264,1.0,1.0,0.0,Transit,2021.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1712 b,b,,Gaia DR2 2132326747070439296,1.0,1.0,0.0,Transit,2021.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1713 b,b,,Gaia DR2 2105620159389754624,1.0,1.0,0.0,Transit,2021.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1714 b,b,,Gaia DR2 2128069334973424000,1.0,1.0,0.0,Transit,2021.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1715 b,b,,Gaia DR2 2077420842932795776,1.0,1.0,0.0,Transit,2021.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1716 b,b,,Gaia DR2 2078735519547912832,1.0,1.0,0.0,Transit,2021.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1717 b,b,,Gaia DR2 2134842189160723072,1.0,1.0,0.0,Transit,2021.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1718 b,b,,Gaia DR2 2125814129244571264,1.0,1.0,0.0,Transit,2021.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1719 b,b,,Gaia DR2 2100196646487547776,1.0,1.0,0.0,Transit,2021.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-172 b,b,,Gaia DR2 2104506319750394624,1.0,4.0,0.0,Transit,2014.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-172 c,c,,Gaia DR2 2104506319750394624,1.0,4.0,0.0,Transit,2014.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-172 d,d,,Gaia DR2 2104506319750394624,1.0,4.0,0.0,Transit,2014.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-172 e,e,,Gaia DR2 2104506319750394624,1.0,4.0,0.0,Transit,2014.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1720 b,b,,Gaia DR2 2080378808394131200,1.0,1.0,0.0,Transit,2021.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1721 b,b,,Gaia DR2 2106989772919325440,1.0,1.0,0.0,Transit,2021.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1722 b,b,,Gaia DR2 2076834154709585664,1.0,1.0,0.0,Transit,2021.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1723 b,b,,Gaia DR2 2128157158464165504,1.0,1.0,0.0,Transit,2021.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1724 b,b,,Gaia DR2 2086649220125927040,1.0,1.0,0.0,Transit,2021.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1725 b,b,,Gaia DR2 2076524710904427520,1.0,1.0,0.0,Transit,2021.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1726 b,b,,Gaia DR2 2107201909944691968,1.0,1.0,0.0,Transit,2021.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1727 b,b,,Gaia DR2 2052880194379878272,1.0,1.0,0.0,Transit,2021.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1728 b,b,,Gaia DR2 2100378478222060032,1.0,1.0,0.0,Transit,2021.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1729 b,b,,Gaia DR2 2077201219791653248,1.0,1.0,0.0,Transit,2021.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-173 b,b,,Gaia DR2 2077485271747441280,1.0,2.0,0.0,Transit,2014.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-173 c,c,,Gaia DR2 2077485271747441280,1.0,2.0,0.0,Transit,2014.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1730 b,b,,Gaia DR2 2105275015817638272,1.0,1.0,0.0,Transit,2021.0,Space,Kepler,0.95 m Kepler Telescope,
