pl_name,pl_letter,hd_name,gaia_id,sy_snum,sy_pnum,sy_mnum,discoverymethod,disc_year,disc_locale,disc_facility,disc_telescope,pul_flag
Kepler-1448 b,b,,Gaia DR2 2132984426823383168,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1449 b,b,,Gaia DR2 2132939037609090816,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-145 b,b,,Gaia DR2 2126237131982289280,1.0,2.0,0.0,Transit,2013.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-145 c,c,,Gaia DR2 2126237131982289280,1.0,2.0,0.0,Transit,2013.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1450 b,b,,Gaia DR2 2079905193758608384,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1451 b,b,,Gaia DR2 2053286429569716992,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1452 b,b,,Gaia DR2 2051937638040407808,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1453 b,b,,Gaia DR2 2130762107666059136,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1454 b,b,,Gaia DR2 2131804479047342336,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1455 b,b,,Gaia DR2 2135220283720198528,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1456 b,b,,Gaia DR2 2106018801073572224,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1457 b,b,,Gaia DR2 2104875755656860032,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1458 b,b,,Gaia DR2 2104354690224334592,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1459 b,b,,Gaia DR2 2107084399639196544,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-146 b,b,,Gaia DR2 2052185062520374272,1.0,2.0,0.0,Transit,2014.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-146 c,c,,Gaia DR2 2052185062520374272,1.0,2.0,0.0,Transit,2014.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1460 b,b,,Gaia DR2 2105886790959182976,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1461 b,b,,Gaia DR2 2105752581821148544,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1462 b,b,,Gaia DR2 2077176618218057216,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1463 b,b,,Gaia DR2 2077536673917322368,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1464 b,b,,Gaia DR2 2099619059285601280,1.0,2.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1464 c,c,,Gaia DR2 2099619059285601280,1.0,2.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1465 b,b,,Gaia DR2 2139286655674983936,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1466 b,b,,Gaia DR2 2126944603296783232,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1467 b,b,,Gaia DR2 2079981712895637248,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1468 b,b,,Gaia DR2 2077389820395188736,1.0,3.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1468 c,c,,Gaia DR2 2077389820395188736,1.0,3.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1468 d,d,,Gaia DR2 2077389820395188736,1.0,3.0,0.0,Transit,2021.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1469 b,b,,Gaia DR2 2052456263933727744,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-147 b,b,,Gaia DR2 2099686125195464576,1.0,2.0,0.0,Transit,2014.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-147 c,c,,Gaia DR2 2099686125195464576,1.0,2.0,0.0,Transit,2014.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1470 b,b,,Gaia DR2 2101234688543862016,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1471 b,b,,Gaia DR2 2133035966431029376,1.0,2.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1471 c,c,,Gaia DR2 2133035966431029376,1.0,2.0,0.0,Transit,2023.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1472 b,b,,Gaia DR2 2134804977563800064,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1473 b,b,,Gaia DR2 2129558760909448064,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1474 b,b,,Gaia DR2 2080057269961317120,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1475 b,b,,Gaia DR2 2079750265699679872,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1476 b,b,,Gaia DR2 2106597487787652352,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1477 b,b,,Gaia DR2 2116740104595955328,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1478 b,b,,Gaia DR2 2077601407662547072,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1479 b,b,,Gaia DR2 2132114850564827008,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-148 b,b,,Gaia DR2 2127828988601389440,1.0,3.0,0.0,Transit,2014.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-148 c,c,,Gaia DR2 2127828988601389440,1.0,3.0,0.0,Transit,2014.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-148 d,d,,Gaia DR2 2127828988601389440,1.0,3.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1480 b,b,,Gaia DR2 2129758940745727488,2.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1481 b,b,,Gaia DR2 2132652065075227648,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1482 b,b,,Gaia DR2 2131965454422070784,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1483 b,b,,Gaia DR2 2077858143627173504,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1484 b,b,,Gaia DR2 2051926226306177792,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1485 b,b,,Gaia DR2 2079295514562689280,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1486 b,b,,Gaia DR2 2127412273694062848,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1487 b,b,,Gaia DR2 2073153024144692736,1.0,2.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1487 c,c,,Gaia DR2 2073153024144692736,1.0,2.0,0.0,Transit,2023.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1488 b,b,,Gaia DR2 2133584309198180736,1.0,2.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1488 c,c,,Gaia DR2 2133584309198180736,1.0,2.0,0.0,Transit,2021.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1489 b,b,,Gaia DR2 2117323498594316544,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-149 b,b,,Gaia DR2 2100015089629466112,1.0,3.0,0.0,Transit,2014.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-149 c,c,,Gaia DR2 2100015089629466112,1.0,3.0,0.0,Transit,2014.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-149 d,d,,Gaia DR2 2100015089629466112,1.0,3.0,0.0,Transit,2014.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1490 b,b,,Gaia DR2 2077895183426195712,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1491 b,b,,Gaia DR2 2127985806448631808,1.0,2.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1491 c,c,,Gaia DR2 2127985806448631808,1.0,2.0,0.0,Transit,2023.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1492 b,b,,Gaia DR2 2102111102390564864,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1493 b,b,,Gaia DR2 2099457980832215552,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1494 b,b,,Gaia DR2 2105168775506130048,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1495 b,b,,Gaia DR2 2100050922538767744,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1496 b,b,,Gaia DR2 2127964572129949056,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1497 b,b,,Gaia DR2 2080188249284118528,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1498 b,b,,Gaia DR2 2106747876063966976,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1499 b,b,,Gaia DR2 2103741437614605312,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-15 b,b,,Gaia DR2 2134850847813263360,1.0,1.0,0.0,Transit,2011.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-150 b,b,,Gaia DR2 2102063136195478656,1.0,5.0,0.0,Transit,2014.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-150 c,c,,Gaia DR2 2102063136195478656,1.0,5.0,0.0,Transit,2014.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-150 d,d,,Gaia DR2 2102063136195478656,1.0,5.0,0.0,Transit,2014.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-150 e,e,,Gaia DR2 2102063136195478656,1.0,5.0,0.0,Transit,2014.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-150 f,f,,Gaia DR2 2102063136195478656,1.0,5.0,0.0,Transit,2017.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1500 b,b,,Gaia DR2 2101229019187047040,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1501 b,b,,Gaia DR2 2101875497665518080,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1502 b,b,,Gaia DR2 2073199409793428736,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1503 b,b,,Gaia DR2 2077774821262122752,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1504 b,b,,Gaia DR2 2133044040969963776,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1505 b,b,,Gaia DR2 2101689061725421312,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1506 b,b,,Gaia DR2 2101797535418431104,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1507 b,b,,Gaia DR2 2130389785541178752,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1508 b,b,,Gaia DR2 2073768853731839104,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1509 b,b,,Gaia DR2 2107557464516077184,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-151 b,b,,Gaia DR2 2053585732948605952,1.0,2.0,0.0,Transit,2014.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-151 c,c,,Gaia DR2 2053585732948605952,1.0,2.0,0.0,Transit,2014.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1510 b,b,,Gaia DR2 2086856271911588224,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1511 b,b,,Gaia DR2 2102928726723805568,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1512 b,b,,Gaia DR2 2127115783511206016,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1513 b,b,,Gaia DR2 2100959501399885696,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1514 b,b,,Gaia DR2 2051866238502437632,1.0,2.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1514 c,c,,Gaia DR2 2051866238502437632,1.0,2.0,0.0,Transit,2020.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1515 b,b,,Gaia DR2 2129311576952316544,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1516 b,b,,Gaia DR2 2126237857838346368,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1517 b,b,,Gaia DR2 2102974833192340224,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1518 b,b,,Gaia DR2 2082161219824397568,1.0,2.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1518 c,c,,Gaia DR2 2082161219824397568,1.0,2.0,0.0,Transit,2023.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1519 b,b,,Gaia DR2 2086851495906130176,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-152 b,b,,Gaia DR2 2105435544515167232,1.0,2.0,0.0,Transit,2014.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-152 c,c,,Gaia DR2 2105435544515167232,1.0,2.0,0.0,Transit,2014.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1520 b,b,,Gaia DR2 2136216647412563840,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1521 b,b,,Gaia DR2 2051865551307698688,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1522 b,b,,Gaia DR2 2139306790481711232,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1523 b,b,,Gaia DR2 2080193506325008256,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1524 b,b,,Gaia DR2 2052480728067657600,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1525 b,b,,Gaia DR2 2130033097097486336,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1526 b,b,,Gaia DR2 2100148542853587840,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1527 b,b,,Gaia DR2 2080247996570836736,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1528 b,b,,Gaia DR2 2130434384481265408,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1529 b,b,,Gaia DR2 2101410850923823488,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-153 b,b,,Gaia DR2 2119711156811669120,1.0,2.0,0.0,Transit,2014.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-153 c,c,,Gaia DR2 2119711156811669120,1.0,2.0,0.0,Transit,2014.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1530 b,b,,Gaia DR2 2130991596358782464,1.0,3.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1530 c,c,,Gaia DR2 2130991596358782464,1.0,3.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1530 d,d,,Gaia DR2 2130991596358782464,1.0,3.0,0.0,Transit,2021.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1531 b,b,,Gaia DR2 2100303539632796032,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1532 b,b,,Gaia DR2 2076783920770722560,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1533 b,b,,Gaia DR2 2079749956462030720,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1534 b,b,,Gaia DR2 2125960402948600704,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1535 b,b,,Gaia DR2 2100009488992720896,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1536 b,b,,Gaia DR2 2126773904116001536,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1537 b,b,,Gaia DR2 2078291832243170048,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1538 b,b,,Gaia DR2 2106988158011587072,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1539 b,b,,Gaia DR2 2106618687745888768,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-154 b,b,,Gaia DR2 2133022669212268800,1.0,5.0,0.0,Transit,2014.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-154 c,c,,Gaia DR2 2133022669212268800,1.0,5.0,0.0,Transit,2014.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-154 d,d,,Gaia DR2 2133022669212268800,1.0,5.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-154 e,e,,Gaia DR2 2133022669212268800,1.0,5.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-154 f,f,,Gaia DR2 2133022669212268800,1.0,5.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1540 b,b,,Gaia DR2 2104452752917443584,2.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1541 b,b,,Gaia DR2 2131643641112197888,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1542 b,b,,Gaia DR2 2105526799680172032,1.0,4.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1542 c,c,,Gaia DR2 2105526799680172032,1.0,4.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1542 d,d,,Gaia DR2 2105526799680172032,1.0,4.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1542 e,e,,Gaia DR2 2105526799680172032,1.0,4.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1543 b,b,,Gaia DR2 2080362899835391360,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1544 b,b,,Gaia DR2 2086784185178032384,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1545 b,b,,Gaia DR2 2085676083618453376,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1546 b,b,,Gaia DR2 2076880231116348672,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1547 b,b,,Gaia DR2 2104890633423618048,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1548 b,b,,Gaia DR2 2130318420364920192,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1549 b,b,,Gaia DR2 2100070958564495488,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-155 b,b,,Gaia DR2 2133351698066484096,1.0,2.0,0.0,Transit,2014.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-155 c,c,,Gaia DR2 2133351698066484096,1.0,2.0,0.0,Transit,2014.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1550 b,b,,Gaia DR2 2099534293810509312,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1551 b,b,,Gaia DR2 2076325527501566208,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1552 b,b,,Gaia DR2 2052767528800649984,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1553 b,b,,Gaia DR2 2052775191022506112,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1554 b,b,,Gaia DR2 2103927495598786304,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1555 b,b,,Gaia DR2 2130236678547566976,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1556 b,b,,Gaia DR2 2101303889057595136,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1557 b,b,,Gaia DR2 2128204815421600512,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1558 b,b,,Gaia DR2 2130633430445267584,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1559 b,b,,Gaia DR2 2125705488052032640,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-156 b,b,,Gaia DR2 2051105410816218368,1.0,2.0,0.0,Transit,2014.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-156 c,c,,Gaia DR2 2051105410816218368,1.0,2.0,0.0,Transit,2014.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1560 b,b,,Gaia DR2 2125880825797124352,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1561 b,b,,Gaia DR2 2078801009210349440,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1562 b,b,,Gaia DR2 2128155818434335616,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1563 b,b,,Gaia DR2 2133364308090816768,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1564 b,b,,Gaia DR2 2127625956907154048,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1565 b,b,,Gaia DR2 2073793249146651136,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1566 b,b,,Gaia DR2 2103579397088495616,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1567 b,b,,Gaia DR2 2100698745343821312,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1568 b,b,,Gaia DR2 2127941413665428992,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1569 b,b,,Gaia DR2 2051721480924900224,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-157 b,b,,Gaia DR2 2052941389074846336,1.0,3.0,0.0,Transit,2014.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-157 c,c,,Gaia DR2 2052941389074846336,1.0,3.0,0.0,Transit,2014.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-157 d,d,,Gaia DR2 2052941389074846336,1.0,3.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1570 b,b,,Gaia DR2 2085225627448615424,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1571 b,b,,Gaia DR2 2082286632869692928,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1572 b,b,,Gaia DR2 2119147897620835840,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1573 b,b,,Gaia DR2 2129820582115829504,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1574 b,b,,Gaia DR2 2129858412187969024,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1575 b,b,,Gaia DR2 2128008479575522432,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1576 b,b,,Gaia DR2 2101318556367845888,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1577 b,b,,Gaia DR2 2128481789271221632,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1578 b,b,,Gaia DR2 2130976787311412352,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1579 b,b,,Gaia DR2 2078225792827512704,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-158 b,b,,Gaia DR2 2103295173333142784,1.0,2.0,0.0,Transit,2014.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-158 c,c,,Gaia DR2 2103295173333142784,1.0,2.0,0.0,Transit,2014.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1580 b,b,,Gaia DR2 2103904302775007872,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1581 b,b,,Gaia DR2 2100418850915010432,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1582 b,b,,Gaia DR2 2101449265111030912,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1583 b,b,,Gaia DR2 2130695518492411904,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1584 b,b,,Gaia DR2 2102976383681783552,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1585 b,b,,Gaia DR2 2079700100481104000,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
Kepler-1586 b,b,,Gaia DR2 2079298435140815360,1.0,1.0,0.0,Transit,2016.0,Space,Kepler,0.95 m Kepler Telescope,
